few , lenient
emaciated, little
handling, talkative
present , worth 
determinant, longer-term
known, smoother
agreement, move
firstly, meticulous
elegant , restricted
enthusiastic, younger
awestruck, scheduled
disproportionate, lowest
frightening, well-known
hilarious, living
previous, ten
swearing, upper
evident, interdependent
last , plentiful 
deserved, dishonest
chubby, korea
advertised, danger
illustrative, shorty
ecstatic, evil
progressive, speedier
narrow, year
existing, unfortunate
generated, operative
delineated, silly 
launching, sooner
nifty, poorest
loveable, startled
going, humid
full , troublesome
contradictory, slim
boundless, horrendous 
dedicated, innocents
significant, uneven 
compact, european
irritating, well-suited
encompassing, primary
difficult , hurry
determinant, disclosed
aggressive, tall
confused, senseless
all-powerful, envious
back, fluid
fuller, riveting
minute, temporarily
inconvenient, shoot
insolent, stupid-looking
shiny, stone-cold
deprived, sacred
eventually, thankful
raison, suspicious
discretionary, severely
hearty, tailored
likable, snug
adopted, disorientated
education, unidentified
intermediate, minute
guilty, tasty 
collective, romantic
ago, physically
dickish, harder
divided, thoughtful
baseless, compensatory
broke, first
others, unseen
hungry, understanding
fair-minded, headstrong
however, unconventional
knowing, supreme
here, still
inaudible, toasted
different , funny
desperate, merely
cleverer, demand-driven
obsessed, shot
gutsy, these
absolute, dull
compact, vis-
populated, scattered
innocents, unnatural
attainable, emaciated
freak, reaching
complete, refusal
1st, distinctive
characteristic, unhelpful
exceptionally, predictable
ensure, exaggerated
finicky, placed
added, happen
afresh, poorest
courteous , curious 
flawless , squeamish
patchy, quality 
favorite, ungrounded
brisk, change
comfy, mid-
uh-huh, up
discretionary, systemic
domestic, fast-switched
invisible, spicy
lukewarm, unlikely
bullshit, somewhat
generalised, pleased 
intentional, yellow
breathe, treasured
met, negligible
demented, responsable
fatter, hideous
simpler, small-scale
interactive, over
expanded, lit
bored, fucking
dangerous , useful
proud, time-consuming
delighted , ubiquitous
cost-shared, personal 
dense, try
chilly , impolite
careless, fucked-up
oriental, smallest
entitled, short
excited, factored
viewable, well-balanced
refreshing, why
delicate, overflowing
antagonistic, bloodied
hip, muted
official, wished
egotistical, serious 
innocent, phony
infrequent, instable
-so, untraceable
discussion, optimum
integral, otherwise
profane, rad
cheapest, disabled
actually, noteworthy
faint, worst
cleanest, quick
nascent, seropositive
apolitical, stagnant
fastest, primordial
prejudicial, varied
counter, well-reputed
chilly , victorious
complete, generic 
overjoyed, tough
harsh, multi-layered
publicly, then
visibility, well-trained
intact, skinny 
homicidal, sizable
modern, specialised
egocentric, prodigious
enhancement, realizing
distinct, prevailing
nominal, wiser
righteous, suddenly
government-owned, ravenous
classic, refrigerated
delicious, seldom
daily, started
meaningful, properly
authoritative, subdued
stark, used 
french , recommended
constrained, reconcilable
scanty, sounder
fairly, high-quality
motivated, wrongful
obsessed, pathetic 
gifted, psycho
dull, nifty
dark, outstanding
considerate, exciting
equivocal, systematic
hopeless, indispensable
frustrating, unusual 
exaggerated, impatient
created, marvellous
fixated, motivated
substantial, unhurt
industrial, odious
dull, germane
eastern , thoughtful 
around, thirsty
freedom, succinct
humbled, populated
pure, related
essential, hateful
bright , managed
completely, troubling
european, homosexual
optimum, well-tolerated
disconcerting, obliged
abused, articulated
aging, constantly
important, understandable
beautiful, ill-treated
poisonous, spooky
disposal, exposed
authentic, often
current , flat
appointed, nicer 
poisonous, sole
1st, latter
insulted, kid
historical, pre-established
contradictory, oriental
absent-minded, honest
earliest, intermediate
invalid, multiple 
living, reaily
abhorrent, significant 
formal, promising
cabbage, canceled
ignorant, optional
terrific , viable
attention, upset
imminent, unreliable
awake, disrespect
improvement, weak
coherent, resolved
meagre, performed
ashamed, preliminary
interrelated, unrealistic
attractive, cognizant
generated, written
female, sophisticated
afterwards, newest
holier, mimi
snug, sooner
adjacent, timid
dormant, hasty
merciless, unusual 
complicit, reyes-torrena
frigid, sharp
slimmer, unfavourable
additional, compensable
durable, punchy
minus, slimmer
casual, under-inclusive
lovelier, tempting
marine, sentimental
spotless, voluntary
much , simplistic
extensible, luke
personal, unfavourable
imperfect, pretty
dead-on, morbid
installed, sane
live , southeastern
jack, vigilant
destabilizing, pivotal
extraordinary, unprotected
collective, start
impenetrable, transitional
degraded, stumpy
bummed, transitory
burdensome, deader
adamant, well
interwoven, outermost
fabulous, unwell
politically, pro-choice
accused, anomalous
few , opportune
inadmissible, well-organized
misleading, overdue
despicable, sovereign
current , sustainable
heard, updated 
divergent, enthusiastic
stupide, unjust
handed, professional
comprehend, obese
dire, welcoming
bankrupt, straight 
symbolic, used
active , prescriptive
abysmal, truthful
funny, grateful 
forthright, uncomfortable 
cohesive, novel
commitment, diversified
patient, switching
competent, equivalent
insurmountable, manufactured
respect, whar
herein, touching
close, unhealthy
muted, sympathetic
advised, speaking
disputable, indisposed
high-availability, snug
active, delayed
harder, minute
impolite, solid
sentimental, sturdy
catastrophic, fanta
freezing, promising
drastic, weaker
dispute, durable
dismissed, poorest
ingrained, less
culpable, exaggerated
persuasive, sole
deader, relative
oriental, sufficient
charged, mandatory
suddenly, worse
sooner, subtle
constituted, creepy
few , technically
dark , recommendable
extinct, ravishing
establishment, indebted
do, masterful
patentable, specialised
dirty, ever-increasing
democratically, life-long
deep, fairest
asking, influential
off, polished
ail, axiomatic
heartbroken, impossible 
all-round, personalized
to, untapped
contrary, first
amazed, egregious
anonymous, firmer
america, senior
unfriendly, unhelpful
henry, snotty
assertive, exorbitant
amended, stoned
commensurate, good
further, wealthy
moderate, sugary
unbelievable, with
co-chair, submitted
consultation, noted
amusing, intractable
demonstrated, stopped
everywhere, favoured
mideast, well-protected
discernible, smarter
elegant, powerful
potent, relevant
forthcoming, quicker
partial, standing
alarming, korean
oversensitive, wondrous
any, gentle
fascinating, well-targeted
increased, motherfucker
classic, loaded
toxic, uptown
centralized, disgusting
black, generic
dead-on, treaty
discussion, further 
high , interest
aging, tolerated
okey, stagnant
exactly, fluent
butthead, yummy
conservative, grass-roots
government-owned, solemn
comforting, innumerable
do, rooted
complacent, seropositive
delirious, unacceptable
corrupt, lamentable
eighth, key
delay, lastly
content, hip
lookin, ruthless
-sorry, automatic
enough , unforeseen
bold, hilarious
intractable, now
issued, naked 
high-tech, wild 
modern , regularly
free , stoned
repeating, sympathetic
amazing, flashing
predictability, succinct
disappeared, irregular
two-, unconditional
central, thinner
technical, unfettered
intelligent, recheck
sustained, well-paid
lit , merry
shallow, suspected
recognized, shit
belligerent, negative
hostile, reaily
advantageous, smooth 
following, liberal
dynamite, subtle 
mentioned, unseemly
imminent, wide-ranging
firm, trustworthy
arduous, broader-based
marginalized, shoot
capable, environment-friendly
begin, paramount
all-inclusive, curious
manifestly, merciless
cool, staggering
approved, longest
handed, unprepared
blind, under-age
affordable, uncompetitive
fortunate, frozen 
annoyed , lightweight
finished, unrestricted
aligned, today
-lnteresting, hairy
inconvenient, missing
iegitimate, it
defenseless, seventh
old, provided
alarmed, wetter
super, vegas
comparable, untraceable
inconceivable, rock
aesthetic, deceased
audience, unqualified
dreadful, protracted
educated, topnotch
bravest, heart-warming
encouraged, loverly
crushed, for
disgraceful, nonsensical
explained, tabling
close , discreet
identifiable, rubbish
funky, targeted
abysmal, standard
invalid, unfounded
starved, unabated
irritating, sore
fifth, strengthened
colder, dead
impractical, transient
adorable , constrained
new , uneconomical
extirpated, insufferable
academic, biased
enthusiastic, late
consulted, widely
justified, topic
rugged, unlikely
incalculable, smart
moister, suspected
cowardly, need
active, staff
several, switching
effectively, second
associated, transient
misleading, well-positioned
painless, unnerving
remarried, twofold
agreed, complimentary 
creative, dre
etcetera, excitable
planned, terminated
astounding, essential
attention, brand-new
focussed, sad 
entertaining, laborious
chickenshit, special
dual, outrageous
comprehensible, next
chubby, symmetrical
environment, stubborn
redundant, subtle 
near, shaking
automated, non-specific
limited , opening
correctly, stubborn
fabulous, solid 
dual, unpleasant 
frightening, minimal
miserable , thirsty
daily, systemic
fourteen, restored
standard, vast
obligatory, tangible
linked, prime
facilitated, ok
considerable, unworkable
lonely, skeletal
confrontational, sacrosanct
comprende, entitled
off-site, solid
achievable, entitled
inexplicable, non-exhaustive
disingenuous, nosy
far, unanimously
private, sexy 
cognizant, two-thirds
multifocal, unsteady
annually, briiliant
across-the-board, consulted
naturally, paid
personalized, worthless
frozen, permanent
excessive, tricky 
find, well-off
costly, immoral
clear , understandable
cold, good 
crippled, engaged
hurtful, stupid-looking
natural , suspicious
beter, empty
outside , zero
establishment, prettier
freak, require
assured, participants
school, unrelated
untenable, youngest
focussed, responsive
really, slow 
high, lengthy
incredible , stupid 
negligible, physically
celebrated, improving
extra, monstrous
basically, longer
mission-critical, perplexing
awesome, ideally
amazed, unidentified
aforementioned, swearing
effectiveness, nobler
get, wild
one-sided, retarded
small-time, well-known
ideally, moot
debatable, experienced
hence, legality
died, sustainable
unusual, user-friendly
mistreated, short
well-established, wet
comfortable , tight 
lousy, reaching
born, discrete
bad-ass, demanding
dainty, presumptuous
johnny, prerequisite
crafty, sick
cranky, luminous
shocked, two-pronged
marvelous, rude 
harsh , mortal
aforesaid, positioned
rogue, seamless
liked, taken
linked, presently
performed, wasted
essentially, self-employed
left, unusual
lit , similarly
apolitical, stupide
comprehensive, generous
gullible, thirteen
costlier, weaker
functioning, specific
immoral, up
circumspect, decent
agreeable, criminal
loco, sketchy
exhaustive, under-age
amazing, terse
around, wonderfui
full, gandalf
environment, single
bare, bored
listed, screwy
hands-on, high
determined, idiots
high , married
fat, opportune
indecent, sacrilegious
evil, rugged
perfect , regulated
exhilarating, inter-connected
double, self-sustainable
evening, staff
standing, unequivocal
freak, served
asked, back
droll, well-respected
far-ranging, widest
deceased, prompt
over , submitted
bigger, l
better-quality, well-timed
alright , valuable
arduous, unhappy
different, especiaily
profane, sluggish
explosive, loose
luminous, saved
dandy, humid
repugnant, unqualified
asian, catastrophic
corrupt, mla
equitable, manageable
furious, odious
government-owned, supplied
incompatible, proud
ignorant, twofold
doubled, lit 
ill-treated, tentative
soft, ugly
inter-dependent, unfilled
